STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2020
Montana,Blaine County,6491,6568
Montana,Broadwater County,5612,6444
Montana,Carbon County,10078,10921
Montana,Carter County,1160,1235
Montana,Cascade County,81327,81346
Montana,Chouteau County,5813,5699
Montana,Custer County,11699,11292
Montana,Daniels County,1751,1638
Montana,Dawson County,8966,8555
Montana,Deer Lodge County,9298,9204
Montana,Fallon County,2890,2826
Montana,Fergus County,11586,11104
Montana,Flathead County,90928,105851
Montana,Gallatin County,89513,116806
Montana,Garfield County,1206,1268
Montana,Glacier County,13399,13594
Montana,Golden Valley County,884,827
Montana,Granite County,3079,3317
Montana,Hill County,16096,16358
Montana,Jefferson County,11406,12360
Montana,Judith Basin County,2072,1994
Montana,Lake County,28746,30986
Montana,Lewis and Clark County,63395,70229
Montana,Liberty County,2339,2369
Montana,Lincoln County,19687,20343
Montana,McCone County,1734,1648
Montana,Madison County,7691,8959
Montana,Meagher County,1891,1831
Montana,Mineral County,4223,4544
Montana,Missoula County,109299,121630
Montana,Musselshell County,4538,4669
Montana,Park County,15636,16760
Montana,Petroleum County,494,500
Montana,Phillips County,4253,3919
Montana,Pondera County,6153,5782
Montana,Powder River County,1743,1681
Montana,Powell County,7027,6817
Montana,Prairie County,1179,1067
Montana,Ravalli County,40212,45002
Montana,Richland County,9746,11043
Montana,Roosevelt County,10425,10964
Montana,Rosebud County,9233,8836
Montana,Sanders County,11413,12157
Montana,Sheridan County,3384,3261
Montana,Silver Bow County,34200,35180
Montana,Stillwater County,9117,9888
Montana,Sweet Grass County,3651,3684
Montana,Teton County,6073,6249
Montana,Toole County,5324,4686
Montana,Treasure County,718,695
Montana,Valley County,7369,7359
Montana,Wheatland County,2168,2157
Montana,Wibaux County,1017,939
Montana,Yellowstone County,147972,162990
Nebraska,Adams County,31364,31321
Nebraska,Antelope County,6685,6264
Nebraska,Arthur County,460,466
Nebraska,Banner County,690,786
Nebraska,Blaine County,478,457
Nebraska,Boone County,5505,5096
Nebraska,Box Butte County,11308,10696
Nebraska,Boyd County,2099,1860
Nebraska,Brown County,3145,2981
Nebraska,Buffalo County,46102,50114
Nebraska,Burt County,6858,6477
Nebraska,Butler County,8395,7960
Nebraska,Cass County,25241,26232
Nebraska,Cedar County,8852,8414
Nebraska,Chase County,3966,3840
Nebraska,Cherry County,5713,5781
Nebraska,Cheyenne County,9998,9111
Nebraska,Clay County,6542,6216
Nebraska,Colfax County,10515,10587
Nebraska,Cuming County,9139,8798
Nebraska,Custer County,10939,10626
Nebraska,Dakota County,21006,20070
Nebraska,Dawes County,9182,8361
Nebraska,Dawson County,24326,23510
Nebraska,Deuel County,1941,1793
Nebraska,Dixon County,6000,5596
Nebraska,Dodge County,36691,36222
Nebraska,Douglas County,517110,574332
Nebraska,Dundy County,2008,1671
Nebraska,Fillmore County,5890,5519
Nebraska,Franklin County,3225,2940
Nebraska,Frontier County,2756,2587
Nebraska,Furnas County,4959,4653
Nebraska,Gage County,22311,21431
Nebraska,Garden County,2057,1847
Nebraska,Garfield County,2049,1956
Nebraska,Gosper County,2044,1986
Nebraska,Grant County,614,630
Nebraska,Greeley County,2538,2319
Nebraska,Hall County,58607,61028
Nebraska,Hamilton County,9124,9237
Nebraska,Harlan County,3423,3311
Nebraska,Hayes County,967,916
Nebraska,Hitchcock County,2908,2773
Nebraska,Holt County,10435,9956
Nebraska,Hooker County,736,647
Nebraska,Howard County,6274,6488
Nebraska,Jefferson County,7547,7099
Nebraska,Johnson County,5217,5057
Nebraska,Kearney County,6489,6652
Nebraska,Keith County,8368,7983
Nebraska,Keya Paha County,824,759
Nebraska,Kimball County,3821,3495
Nebraska,Knox County,8701,8304
Nebraska,Lancaster County,285407,320650
Nebraska,Lincoln County,36288,34347
Nebraska,Logan County,763,747
Nebraska,Loup County,632,650
Nebraska,McPherson County,539,474
Nebraska,Madison County,34876,34813
Nebraska,Merrick County,7845,7809
Nebraska,Morrill County,5042,4625
Nebraska,Nance County,3735,3532
Nebraska,Nemaha County,7248,7044
Nebraska,Nuckolls County,4500,4134
Nebraska,Otoe County,15740,15965
Nebraska,Pawnee County,2773,2601
Nebraska,Perkins County,2970,2867
Nebraska,Phelps County,9188,9006
Nebraska,Pierce County,7266,7184
Nebraska,Platte County,32237,33364
Nebraska,Polk County,5406,5201
Nebraska,Red Willow County,11055,10627
Nebraska,Richardson County,8363,7791
Nebraska,Rock County,1526,1377
Nebraska,Saline County,14200,13987
Nebraska,Sarpy County,158840,188856
Nebraska,Saunders County,20780,21927
Nebraska,Scotts Bluff County,36970,35299
Nebraska,Seward County,16750,17186
Nebraska,Sheridan County,5469,5150
Nebraska,Sherman County,3152,2986
Nebraska,Sioux County,1311,1200
Nebraska,Stanton County,6129,5880
Nebraska,Thayer County,5228,4887
Nebraska,Thomas County,647,739
Nebraska,Thurston County,6940,7220
Nebraska,Valley County,4260,4103
Nebraska,Washington County,20234,20901
Nebraska,Wayne County,9595,9492
Nebraska,Webster County,3812,3419
Nebraska,Wheeler County,818,790
Nebraska,York County,13665,13511
Nevada,Churchill County,24877,25363
Nevada,Clark County,1951269,2315963
Nevada,Douglas County,46997,49088
Nevada,Elko County,48818,53006
Nevada,Esmeralda County,783,886
Nevada,Eureka County,1987,2065
Nevada,Humboldt County,16528,16962
Nevada,Lander County,5775,5514
Nevada,Lincoln County,5345,5159
Nevada,Lyon County,51980,58319
Nevada,Mineral County,4772,4518
Nevada,Nye County,43946,48054
Nevada,Pershing County,6753,6573
Nevada,Storey County,4010,4207
Nevada,Washoe County,421407,477082
Nevada,White Pine County,10030,9466
Nevada,Carson City,55274,56034
New Hampshire,Belknap County,60088,61551
New Hampshire,Carroll County,47818,49167
New Hampshire,Cheshire County,77117,76228
New Hampshire,Coos County,33055,31174
New Hampshire,Grafton County,89118,90691
New Hampshire,Hillsborough County,400721,418735
New Hampshire,Merrimack County,146445,152622
New Hampshire,Rockingham County,295223,311307
New Hampshire,Strafford County,123143,131533
New Hampshire,Sullivan County,43742,43267
New Jersey,Atlantic County,274549,262945
New Jersey,Bergen County,905116,930394
New Jersey,Burlington County,448734,446596
New Jersey,Camden County,513657,506809
New Jersey,Cape May County,97265,91546
New Jersey,Cumberland County,156898,147008
New Jersey,Essex County,783969,800501
New Jersey,Gloucester County,288288,293245
New Jersey,Hudson County,634266,671666
New Jersey,Hunterdon County,128349,124797
New Jersey,Mercer County,366513,367239
New Jersey,Middlesex County,809858,822736
New Jersey,Monmouth County,630380,618381
New Jersey,Morris County,492276,491087
New Jersey,Ocean County,576567,614237
New Jersey,Passaic County,501226,500382
New Jersey,Salem County,66083,62451
New Jersey,Somerset County,323444,329331
New Jersey,Sussex County,149265,140002
New Jersey,Union County,536499,555394
New Jersey,Warren County,108692,105624
New Mexico,Bernalillo County,662564,681666
New Mexico,Catron County,3725,3623
New Mexico,Chaves County,65645,64711
New Mexico,Cibola County,27213,26354
New Mexico,Colfax County,13750,11927
New Mexico,Curry County,48376,48793
New Mexico,De Baca County,2022,1673
New Mexico,Do�a Ana County,209233,221262
New Mexico,Eddy County,53829,58418
New Mexico,Grant County,29514,27007
New Mexico,Guadalupe County,4687,4275
New Mexico,Harding County,695,638
New Mexico,Hidalgo County,4894,4106
New Mexico,Lea County,64727,71830
New Mexico,Lincoln County,20497,19939
New Mexico,Los Alamos County,17950,19462
New Mexico,Luna County,25095,23905
New Mexico,McKinley County,71492,70824
New Mexico,Mora County,4881,4478
New Mexico,Otero County,63797,67967
New Mexico,Quay County,9041,8197
New Mexico,Rio Arriba County,40246,38521
New Mexico,Roosevelt County,19846,18350
New Mexico,Sandoval County,131561,148904
New Mexico,San Juan County,130044,123312
New Mexico,San Miguel County,29393,27144
New Mexico,Santa Fe County,144170,151946
New Mexico,Sierra County,11988,10867
New Mexico,Socorro County,17866,16541
New Mexico,Taos County,32937,32593
New Mexico,Torrance County,16383,15486
New Mexico,Union County,4549,4026
New Mexico,Valencia County,76569,77574
New York,Albany County,304204,303654
New York,Allegany County,48946,45587
New York,Bronx County,1385108,1401142
New York,Broome County,200600,189420
New York,Cattaraugus County,80317,75863
New York,Cayuga County,80026,76029
New York,Chautauqua County,134905,126032
New York,Chemung County,88830,82622
New York,Chenango County,50477,46730
New York,Clinton County,82128,79778
New York,Columbia County,63096,59534
New York,Cortland County,49336,47173
New York,Delaware County,47980,43938
New York,Dutchess County,297488,293293
New York,Erie County,919040,917241
New York,Essex County,39370,36891
New York,Franklin County,51599,49965
New York,Fulton County,55531,52812
New York,Genesee County,60079,56994
New York,Greene County,49221,47177
New York,Hamilton County,4836,4345
New York,Herkimer County,64519,60945
New York,Jefferson County,116229,108095
New York,Kings County,2504700,2538934
New York,Lewis County,27087,26187
New York,Livingston County,65393,62398
New York,Madison County,73442,70478
New York,Monroe County,744344,740900
New York,Montgomery County,50219,49170
New York,Nassau County,1339532,1351334
New York,New York County,1585873,1611989
New York,Niagara County,216469,208396
New York,Oneida County,234878,227346
New York,Onondaga County,467026,459214
New York,Ontario County,107931,110091
New York,Orange County,372813,385234
New York,Orleans County,42883,39978
New York,Oswego County,122109,116346
New York,Otsego County,62259,58701
New York,Putnam County,99710,98532
New York,Queens County,2230722,2225821
New York,Rensselaer County,159429,158108
New York,Richmond County,468730,475327
New York,Rockland County,311687,326225
New York,St. Lawrence County,111944,107185
New York,Saratoga County,219607,230298
New York,Schenectady County,154727,155358
New York,Schoharie County,32749,31132
New York,Schuyler County,18343,17685
New York,Seneca County,35251,33991
New York,Steuben County,98990,94657
New York,Suffolk County,1493350,1474273
New York,Sullivan County,77547,75802
New York,Tioga County,51125,47904
New York,Tompkins County,101564,101058
New York,Ulster County,182493,177716
New York,Warren County,65707,63756
New York,Washington County,63216,60606
New York,Wayne County,93772,89339
New York,Westchester County,949113,965802
New York,Wyoming County,42155,39465
New York,Yates County,25348,24780
North Carolina,Alamance County,151131,171346
North Carolina,Alexander County,37198,37441
North Carolina,Alleghany County,11155,11194
North Carolina,Anson County,26948,24097
North Carolina,Ashe County,27281,27166
North Carolina,Avery County,17797,17571
North Carolina,Beaufort County,47759,47073
North Carolina,Bertie County,21282,18712
North Carolina,Bladen County,35190,32911
North Carolina,Brunswick County,107431,149039
North Carolina,Buncombe County,238318,263477
North Carolina,Burke County,90912,90418
North Carolina,Cabarrus County,178011,221479
North Carolina,Caldwell County,83029,82100
North Carolina,Camden County,9980,10984
North Carolina,Carteret County,66469,69558
North Carolina,Caswell County,23719,22443
North Carolina,Catawba County,154358,160307
North Carolina,Chatham County,63505,75748
North Carolina,Cherokee County,27444,29073
North Carolina,Chowan County,14793,13815
North Carolina,Clay County,10587,11505
North Carolina,Cleveland County,98078,99035
North Carolina,Columbus County,58098,54754
North Carolina,Craven County,103505,101233
North Carolina,Cumberland County,319431,336364
North Carolina,Currituck County,23547,29052
North Carolina,Dare County,33920,37547
North Carolina,Davidson County,162878,169234
North Carolina,Davie County,41240,43286
North Carolina,Duplin County,58505,58794
North Carolina,Durham County,267587,327306
North Carolina,Edgecombe County,56552,50829
North Carolina,Forsyth County,350670,383843
North Carolina,Franklin County,60619,71859
North Carolina,Gaston County,206086,226568
North Carolina,Gates County,12197,11464
North Carolina,Graham County,8861,8474
North Carolina,Granville County,59916,60486
North Carolina,Greene County,21362,20928
North Carolina,Guilford County,488406,540521
North Carolina,Halifax County,54691,49479
North Carolina,Harnett County,114678,137058
North Carolina,Haywood County,59036,62972
North Carolina,Henderson County,106740,118445
North Carolina,Hertford County,24669,23108
North Carolina,Hoke County,46952,55830
North Carolina,Hyde County,5810,4843
North Carolina,Iredell County,159437,185770
North Carolina,Jackson County,40271,44033
North Carolina,Johnston County,168878,216246
North Carolina,Jones County,10153,9250
North Carolina,Lee County,57866,62353
North Carolina,Lenoir County,59495,55720
North Carolina,Lincoln County,78265,88097
North Carolina,McDowell County,44996,45782
North Carolina,Macon County,33922,35994
North Carolina,Madison County,20764,21740
North Carolina,Martin County,24505,22178
North Carolina,Mecklenburg County,919628,1128945
North Carolina,Mitchell County,15579,14881
North Carolina,Montgomery County,27798,27238
North Carolina,Moore County,88247,103352
North Carolina,Nash County,95840,94859
North Carolina,New Hanover County,202667,236613
North Carolina,Northampton County,22099,19088
North Carolina,Onslow County,177772,203943
North Carolina,Orange County,133801,149077
North Carolina,Pamlico County,13144,12715
North Carolina,Pasquotank County,40661,40372
North Carolina,Pender County,52217,64671
North Carolina,Perquimans County,13453,13667
North Carolina,Person County,39464,39925
North Carolina,Pitt County,168148,182924
North Carolina,Polk County,20510,21030
North Carolina,Randolph County,141752,144557
North Carolina,Richmond County,46639,44332
North Carolina,Robeson County,134168,129999
North Carolina,Rockingham County,93643,91285
North Carolina,Rowan County,138428,142495
North Carolina,Rutherford County,67810,67076
North Carolina,Sampson County,63431,63382
North Carolina,Scotland County,36157,34637
North Carolina,Stanly County,60585,63239
North Carolina,Stokes County,47401,45743
North Carolina,Surry County,73673,71683
North Carolina,Swain County,13981,14179
North Carolina,Transylvania County,33090,34498
North Carolina,Tyrrell County,4407,3774
North Carolina,Union County,201292,244562
North Carolina,Vance County,45422,44718
North Carolina,Wake County,900993,1132271
North Carolina,Warren County,20972,19522
North Carolina,Washington County,13228,11485
North Carolina,Watauga County,51079,56441
North Carolina,Wayne County,122623,123967
North Carolina,Wilkes County,69340,68043
North Carolina,Wilson County,81234,81979
North Carolina,Yadkin County,38406,37625
North Carolina,Yancey County,17818,18099
North Dakota,Adams County,2343,2188
North Dakota,Barnes County,11066,10402
North Dakota,Benson County,6660,6762
North Dakota,Billings County,783,890
North Dakota,Bottineau County,6429,6287
North Dakota,Bowman County,3151,2986
North Dakota,Burke County,1968,2118
North Dakota,Burleigh County,81308,96212
North Dakota,Cass County,149778,183904
North Dakota,Cavalier County,3993,3713
North Dakota,Dickey County,5289,4705
North Dakota,Divide County,2071,2277
North Dakota,Dunn County,3536,4465
North Dakota,Eddy County,2385,2179
North Dakota,Emmons County,3550,3187
North Dakota,Foster County,3343,3165
North Dakota,Golden Valley County,1680,1737
North Dakota,Grand Forks County,66861,69481
North Dakota,Grant County,2394,2215
North Dakota,Griggs County,2420,2207
North Dakota,Hettinger County,2477,2438
North Dakota,Kidder County,2435,2458
North Dakota,LaMoure County,4139,4033
North Dakota,Logan County,1990,1880
North Dakota,McHenry County,5395,5695
North Dakota,McIntosh County,2809,2440
North Dakota,McKenzie County,6360,15242
North Dakota,McLean County,8962,9416
North Dakota,Mercer County,8424,8174
North Dakota,Morton County,27471,31503
North Dakota,Mountrail County,7673,10502
North Dakota,Nelson County,3126,2789
North Dakota,Oliver County,1846,1926
North Dakota,Pembina County,7413,6658
North Dakota,Pierce County,4357,3928
North Dakota,Ramsey County,11451,11388
North Dakota,Ransom County,5457,5173
North Dakota,Renville County,2470,2283
North Dakota,Richland County,16321,16156
North Dakota,Rolette County,13937,14165
North Dakota,Sargent County,3829,3913
North Dakota,Sheridan County,1321,1275
North Dakota,Sioux County,4153,4173
North Dakota,Slope County,727,747
North Dakota,Stark County,24199,32107
North Dakota,Steele County,1975,1890
North Dakota,Stutsman County,21100,20498
North Dakota,Towner County,2246,2108
North Dakota,Traill County,8121,7959
North Dakota,Walsh County,11119,10437
North Dakota,Ward County,61675,68466
North Dakota,Wells County,4207,3709
North Dakota,Williams County,22398,38700
Ohio,Adams County,28550,27531
Ohio,Allen County,106331,101980
Ohio,Ashland County,53139,53362
Ohio,Ashtabula County,101497,96513
Ohio,Athens County,64757,65481
Ohio,Auglaize County,45949,45680
Ohio,Belmont County,70400,65932
Ohio,Brown County,44846,43414
Ohio,Butler County,368130,385648
Ohio,Carroll County,28836,26897
Ohio,Champaign County,40097,38960
Ohio,Clark County,138333,133593
Ohio,Clermont County,197363,207449
Ohio,Clinton County,42040,41921
Ohio,Columbiana County,107841,101118
Ohio,Coshocton County,36901,36449
Ohio,Crawford County,43784,41338
Ohio,Cuyahoga County,1280122,1227883
Ohio,Darke County,52959,51205
Ohio,Defiance County,39037,37778
Ohio,Delaware County,174214,213554
Ohio,Erie County,77079,73719
Ohio,Fairfield County,146156,159709
Ohio,Fayette County,29030,28579
Ohio,Franklin County,1163414,1324624
Ohio,Fulton County,42698,41889
Ohio,Gallia County,30934,29802
Ohio,Geauga County,93389,93271
Ohio,Greene County,161573,170122
Ohio,Guernsey County,40087,38779
Ohio,Hamilton County,802374,817985
Ohio,Hancock County,74782,75407
Ohio,Hardin County,32058,31469
Ohio,Harrison County,15864,15014
Ohio,Henry County,28215,26904
Ohio,Highland County,43589,43304
Ohio,Hocking County,29380,28095
Ohio,Holmes County,42366,44004
Ohio,Huron County,59626,57979
Ohio,Jackson County,33225,32493
Ohio,Jefferson County,69709,64939
Ohio,Knox County,60921,62423
Ohio,Lake County,230041,229569
Ohio,Lawrence County,62450,59091
Ohio,Licking County,166492,178100
Ohio,Logan County,45858,45326
Ohio,Lorain County,301356,312172
Ohio,Lucas County,441815,428294
Ohio,Madison County,43435,44559
Ohio,Mahoning County,238823,226075
Ohio,Marion County,66501,64820
Ohio,Medina County,172332,180912
Ohio,Meigs County,23770,22678
Ohio,Mercer County,40814,41274
Ohio,Miami County,102506,107516
Ohio,Monroe County,14642,13586
Ohio,Montgomery County,535153,531610
Ohio,Morgan County,15054,14305
Ohio,Morrow County,34827,35411
Ohio,Muskingum County,86074,86020
Ohio,Noble County,14645,14364
Ohio,Ottawa County,41428,40253
Ohio,Paulding County,19614,18648
Ohio,Perry County,36058,36215
Ohio,Pickaway County,55698,58658
Ohio,Pike County,28709,27695
Ohio,Portage County,161419,162583
Ohio,Preble County,42270,40836
Ohio,Putnam County,34499,33654
Ohio,Richland County,124475,120891
Ohio,Ross County,78064,76420
Ohio,Sandusky County,60944,58351
Ohio,Scioto County,79499,74347
Ohio,Seneca County,56745,54938
Ohio,Shelby County,49423,48337
Ohio,Stark County,375586,369772
Ohio,Summit County,541781,538866
Ohio,Trumbull County,210312,196800
Ohio,Tuscarawas County,92582,91776
Ohio,Union County,52300,60021
Ohio,Van Wert County,28744,28159
Ohio,Vinton County,13435,12972
Ohio,Warren County,212693,238412
Ohio,Washington County,61778,59652
Ohio,Wayne County,114520,115694
Ohio,Williams County,37642,36565
Ohio,Wood County,125488,131113
Ohio,Wyandot County,22615,21711
Oklahoma,Adair County,22683,21955
Oklahoma,Alfalfa County,5642,5718
Oklahoma,Atoka County,14182,13912
Oklahoma,Beaver County,5636,5207
Oklahoma,Beckham County,22119,21468
Oklahoma,Blaine County,11943,9447
Oklahoma,Bryan County,42416,48998
Oklahoma,Caddo County,29600,28684
Oklahoma,Canadian County,115541,153192
Oklahoma,Carter County,47557,48353
Oklahoma,Cherokee County,46987,49019
Oklahoma,Choctaw County,15205,14646
Oklahoma,Cimarron County,2475,2145
Oklahoma,Cleveland County,255755,287066
Oklahoma,Coal County,5925,5587
Oklahoma,Comanche County,124098,121099
Oklahoma,Cotton County,6193,5676
Oklahoma,Craig County,15029,14194
Oklahoma,Creek County,69967,71485
Oklahoma,Custer County,27469,28648
Oklahoma,Delaware County,41487,43136
Oklahoma,Dewey County,4810,4815
Oklahoma,Ellis County,4151,3830
Oklahoma,Garfield County,60580,60869
Oklahoma,Garvin County,27576,27691
Oklahoma,Grady County,52431,55906
Oklahoma,Grant County,4527,4372
Oklahoma,Greer County,6239,5704
Oklahoma,Harmon County,2922,2557
Oklahoma,Harper County,3685,3611
Oklahoma,Haskell County,12769,12652
Oklahoma,Hughes County,14003,13126
Oklahoma,Jackson County,26446,24305
Oklahoma,Jefferson County,6472,5949
Oklahoma,Johnston County,10957,10824
Oklahoma,Kay County,46562,43274
Oklahoma,Kingfisher County,15034,15806
Oklahoma,Kiowa County,9446,8741
Oklahoma,Latimer County,11154,10132
Oklahoma,Le Flore County,50384,49935
Oklahoma,Lincoln County,34273,35045
Oklahoma,Logan County,41848,48777
Oklahoma,Love County,9423,10230
Oklahoma,McClain County,34506,41348
Oklahoma,McCurtain County,33151,32772
Oklahoma,McIntosh County,20252,19635
Oklahoma,Major County,7527,7579
Oklahoma,Marshall County,15840,17114
Oklahoma,Mayes County,41259,41152
Oklahoma,Murray County,13488,13955
Oklahoma,Muskogee County,70990,67610
Oklahoma,Noble County,11561,11113
Oklahoma,Nowata County,10536,10076
Oklahoma,Okfuskee County,12191,11765
Oklahoma,Oklahoma County,718633,804041
Oklahoma,Okmulgee County,40069,38234
Oklahoma,Osage County,47472,46642
Oklahoma,Ottawa County,31848,30879
Oklahoma,Pawnee County,16577,16381
Oklahoma,Payne County,77350,81755
Oklahoma,Pittsburg County,45837,43679
Oklahoma,Pontotoc County,37492,38397
Oklahoma,Pottawatomie County,69442,72998
Oklahoma,Pushmataha County,11572,10970
Oklahoma,Roger Mills County,3647,3570
Oklahoma,Rogers County,86905,93155
Oklahoma,Seminole County,25482,24248
Oklahoma,Sequoyah County,42391,41538
Oklahoma,Stephens County,45048,43100
Oklahoma,Texas County,20640,19997
Oklahoma,Tillman County,7992,7229
Oklahoma,Tulsa County,603403,657589
Oklahoma,Wagoner County,73085,82925
Oklahoma,Washington County,50976,52222
Oklahoma,Washita County,11629,10830
Oklahoma,Woods County,8878,8687
Oklahoma,Woodward County,20081,19812
Oregon,Baker County,16134,16284
Oregon,Benton County,85579,93239
Oregon,Clackamas County,375992,421596
Oregon,Clatsop County,37039,40423
Oregon,Columbia County,49351,52876
Oregon,Coos County,63043,64711
Oregon,Crook County,20978,25105
Oregon,Curry County,22364,23305
Oregon,Deschutes County,157733,201769
Oregon,Douglas County,107667,111364
Oregon,Gilliam County,1871,1975
Oregon,Grant County,7445,7180
Oregon,Harney County,7422,7373
Oregon,Hood River County,22346,23280
Oregon,Jackson County,203206,221844
Oregon,Jefferson County,21720,24856
Oregon,Josephine County,82713,88053
Oregon,Klamath County,66380,68739
Oregon,Lake County,7895,7949
Oregon,Lane County,351715,382986
Oregon,Lincoln County,46034,50583
Oregon,Linn County,116672,131054
Oregon,Malheur County,31313,30983
Oregon,Marion County,315335,349204
Oregon,Morrow County,11173,11700
Oregon,Multnomah County,735334,815637
Oregon,Polk County,75403,87744
Oregon,Sherman County,1765,1801
Oregon,Tillamook County,25250,27442
Oregon,Umatilla County,75889,77752
Oregon,Union County,25748,26551
Oregon,Wallowa County,7008,7181
Oregon,Wasco County,25213,26403
Oregon,Washington County,529710,603514
Oregon,Wheeler County,1441,1387
Oregon,Yamhill County,99193,107664
Pennsylvania,Adams County,101407,102742
Pennsylvania,Allegheny County,1223348,1211358
Pennsylvania,Armstrong County,68941,64162
Pennsylvania,Beaver County,170539,162575
Pennsylvania,Bedford County,49762,47817
Pennsylvania,Berks County,411442,421017
Pennsylvania,Blair County,127089,121007
Pennsylvania,Bradford County,62622,60221
Pennsylvania,Bucks County,625249,627987
Pennsylvania,Butler County,183862,189135
Pennsylvania,Cambria County,143679,128672
Pennsylvania,Cameron County,5085,4330
Pennsylvania,Carbon County,65249,64081
Pennsylvania,Centre County,153990,161496
Pennsylvania,Chester County,498886,526759
Pennsylvania,Clarion County,39988,38305
Pennsylvania,Clearfield County,81642,78612
Pennsylvania,Clinton County,39238,37957
Pennsylvania,Columbia County,67295,64842
Pennsylvania,Crawford County,88765,83697
Pennsylvania,Cumberland County,235406,255857
Pennsylvania,Dauphin County,268100,279874
Pennsylvania,Delaware County,558979,566753
Pennsylvania,Elk County,31946,29607
Pennsylvania,Erie County,280566,268426
Pennsylvania,Fayette County,136606,128126
Pennsylvania,Forest County,7716,6965
Pennsylvania,Franklin County,149618,155637
Pennsylvania,Fulton County,14845,14501
Pennsylvania,Greene County,38686,35621
Pennsylvania,Huntingdon County,45913,44590
Pennsylvania,Indiana County,88880,83664
Pennsylvania,Jefferson County,45200,43108
Pennsylvania,Juniata County,24636,24619
Pennsylvania,Lackawanna County,214437,208989
Pennsylvania,Lancaster County,519445,546192
Pennsylvania,Lawrence County,91108,85083
Pennsylvania,Lebanon County,133568,141663
Pennsylvania,Lehigh County,349497,370802
Pennsylvania,Luzerne County,320918,316982
Pennsylvania,Lycoming County,116111,113209
Pennsylvania,McKean County,43450,40333
Pennsylvania,Mercer County,116638,108545
Pennsylvania,Mifflin County,46682,46064
Pennsylvania,Monroe County,169842,170154
Pennsylvania,Montgomery County,799874,833869
Pennsylvania,Montour County,18267,18042
Pennsylvania,Northampton County,297735,305892
Pennsylvania,Northumberland County,94528,90258
Pennsylvania,Perry County,45969,46212
Pennsylvania,Philadelphia County,1526006,1578487
Pennsylvania,Pike County,57369,56072
Pennsylvania,Potter County,17457,16453
Pennsylvania,Schuylkill County,148289,140709
Pennsylvania,Snyder County,39702,40317
Pennsylvania,Somerset County,77742,72916
Pennsylvania,Sullivan County,6428,5913
Pennsylvania,Susquehanna County,43356,40006
Pennsylvania,Tioga County,41981,40381
Pennsylvania,Union County,44947,44294
Pennsylvania,Venango County,54984,50328
Pennsylvania,Warren County,41815,38911
Pennsylvania,Washington County,207820,206803
Pennsylvania,Wayne County,52822,51163
Pennsylvania,Westmoreland County,365169,347087
Pennsylvania,Wyoming County,28276,26557
Pennsylvania,York County,434972,450448
Rhode Island,Bristol County,49875,48350
Rhode Island,Kent County,166158,164646
Rhode Island,Newport County,82888,81836
Rhode Island,Providence County,626667,636547
Rhode Island,Washington County,126979,125746
South Carolina,Abbeville County,25417,24404
South Carolina,Aiken County,160099,172895
South Carolina,Allendale County,10419,8331
South Carolina,Anderson County,187126,204353
South Carolina,Bamberg County,15987,13906
South Carolina,Barnwell County,22621,20805
South Carolina,Beaufort County,162233,195656
South Carolina,Berkeley County,177843,235987
South Carolina,Calhoun County,15175,14554
South Carolina,Charleston County,350209,417981
South Carolina,Cherokee County,55342,57316
South Carolina,Chester County,33140,32232
South Carolina,Chesterfield County,46734,45606
South Carolina,Clarendon County,34971,33415
South Carolina,Colleton County,38892,37481
South Carolina,Darlington County,68681,66509
South Carolina,Dillon County,32062,30367
South Carolina,Dorchester County,136555,165737
South Carolina,Edgefield County,26985,27120
South Carolina,Fairfield County,23956,22059
South Carolina,Florence County,136885,137588
South Carolina,Georgetown County,60158,63353
South Carolina,Greenville County,451225,532486
South Carolina,Greenwood County,69661,71074
South Carolina,Hampton County,21090,18053
South Carolina,Horry County,269291,365449
South Carolina,Jasper County,24777,31588
South Carolina,Kershaw County,61697,67472
South Carolina,Lancaster County,76652,100926
South Carolina,Laurens County,66537,67883
South Carolina,Lee County,19220,16701
South Carolina,Lexington County,262391,303946
South Carolina,McCormick County,10233,9430
South Carolina,Marion County,33062,30158
South Carolina,Marlboro County,28933,25581
South Carolina,Newberry County,37508,38445
South Carolina,Oconee County,74273,80015
South Carolina,Orangeburg County,92501,85343
South Carolina,Pickens County,119224,127983
South Carolina,Richland County,384504,419051
South Carolina,Saluda County,19875,20315
South Carolina,Spartanburg County,284307,326205
South Carolina,Sumter County,107456,106360
South Carolina,Union County,28961,26991
South Carolina,Williamsburg County,34423,29825
South Carolina,York County,226073,289105
South Dakota,Aurora County,2710,2730
South Dakota,Beadle County,17398,18513
South Dakota,Bennett County,3431,3399
South Dakota,Bon Homme County,7070,6848
South Dakota,Brookings County,31965,35603
South Dakota,Brown County,36531,38738
South Dakota,Brule County,5255,5254
South Dakota,Buffalo County,1912,1956
South Dakota,Butte County,10110,10538
South Dakota,Campbell County,1466,1380
South Dakota,Charles Mix County,9129,9262
South Dakota,Clark County,3691,3802
South Dakota,Clay County,13864,14246
South Dakota,Codington County,27227,28186
South Dakota,Corson County,4050,4031
South Dakota,Custer County,8216,9017
South Dakota,Davison County,19504,19812
South Dakota,Day County,5710,5345
South Dakota,Deuel County,4364,4346
South Dakota,Dewey County,5301,5789
South Dakota,Douglas County,3002,2906
South Dakota,Edmunds County,4071,3817
South Dakota,Fall River County,7094,6708
South Dakota,Faulk County,2364,2306
